epoch,batch,loss,accuracy,batch_size
0,0,2.2924039363861084,0.12,50
0,1,2.319291114807129,0.04,50
0,2,2.3050191402435303,0.04,50
0,3,2.2865686416625977,0.22,50
0,4,2.2866501808166504,0.28,50
0,5,2.285987377166748,0.22,50
0,6,2.294346570968628,0.14,50
0,7,2.2831978797912598,0.08,50
0,8,2.252749443054199,0.22,50
0,9,2.260603666305542,0.3,50
0,10,2.2598862648010254,0.34,50
0,11,2.232417345046997,0.52,50
0,12,2.245413303375244,0.36,50
0,13,2.2087934017181396,0.36,50
0,14,2.219395399093628,0.24,50
0,15,2.1975297927856445,0.22,50
0,16,2.177980661392212,0.24,50
0,17,2.1533782482147217,0.22,50
0,18,2.1338536739349365,0.28,50
0,19,2.164379835128784,0.16,50
0,20,2.089705467224121,0.16,50
0,21,2.1316399574279785,0.16,50
0,22,2.0748932361602783,0.4,50
0,23,2.0246317386627197,0.54,50
0,24,2.0552148818969727,0.5,50
0,25,1.9473066329956055,0.68,50
0,26,1.9441554546356201,0.56,50
0,27,1.9577220678329468,0.56,50
0,28,1.9307565689086914,0.48,50
0,29,1.8926204442977905,0.54,50
0,30,1.7539846897125244,0.52,50
0,31,1.674667239189148,0.54,50
0,32,1.5618282556533813,0.62,50
0,33,1.672074794769287,0.44,50
0,34,1.5551791191101074,0.54,50
0,35,1.5074799060821533,0.48,50
0,36,1.4269108772277832,0.66,50
0,37,1.480735182762146,0.6,50
0,38,1.3482049703598022,0.7,50
0,39,1.4159239530563354,0.6,50
0,40,1.4101275205612183,0.68,50
0,41,1.3395689725875854,0.66,50
0,42,1.14374840259552,0.76,50
0,43,1.2322319746017456,0.66,50
0,44,1.2482733726501465,0.7,50
0,45,1.137966513633728,0.68,50
0,46,1.2611876726150513,0.46,50
0,47,1.0991337299346924,0.66,50
0,48,0.9954147934913635,0.72,50
0,49,0.9361476302146912,0.76,50
0,50,1.0709338188171387,0.66,50
0,51,0.9298146963119507,0.66,50
0,52,0.7667945623397827,0.8,50
0,53,1.02678644657135,0.7,50
0,54,0.9420563578605652,0.74,50
0,55,0.8395822048187256,0.76,50
0,56,0.7535333037376404,0.8,50
0,57,0.817771315574646,0.72,50
0,58,0.8073814511299133,0.72,50
0,59,1.0134769678115845,0.7,50
0,60,0.6736088395118713,0.72,50
0,61,0.619103729724884,0.84,50
0,62,0.7077171206474304,0.76,50
0,63,0.8270190358161926,0.8,50
0,64,0.7868467569351196,0.72,50
0,65,0.7507264614105225,0.72,50
0,66,0.48593270778656006,0.88,50
0,67,0.7309523224830627,0.78,50
0,68,0.6980225443840027,0.8,50
0,69,0.8373536467552185,0.82,50
0,70,0.6020227670669556,0.82,50
0,71,0.8691193461418152,0.78,50
0,72,0.5150760412216187,0.82,50
0,73,0.6951642036437988,0.76,50
0,74,0.588253378868103,0.78,50
0,75,0.7614679932594299,0.74,50
0,76,0.667838990688324,0.74,50
0,77,0.8641714453697205,0.72,50
0,78,0.5156340599060059,0.84,50
0,79,0.652617335319519,0.76,50
0,80,0.4345993399620056,0.86,50
0,81,0.6121302843093872,0.78,50
0,82,0.495280385017395,0.86,50
0,83,0.5893617868423462,0.82,50
0,84,0.6508926153182983,0.76,50
0,85,0.8390657305717468,0.7,50
0,86,0.7440979480743408,0.82,50
0,87,0.763680636882782,0.78,50
0,88,0.6864416599273682,0.8,50
0,89,0.5543798804283142,0.82,50
